,Datetime,Tweet Id,Text
124,########,1.23E+18,"Ready to share military hardware with Bangladesh: Indian diplomat
 
 https://t.co/64dYZcoyj8 https://t.co/FoBqgUyF4L"
125,########,1.23E+18,Coming up shortly: Can the spread of #coronavirus be contained with @VishnuNDTV https://t.co/QIQpkucpoa
126,########,1.23E+18,"""Thinking of giving up social media accounts on Sunday,"" tweets PM Modi.
 
 https://t.co/0Tj4jR1Aqe https://t.co/vq7pEE9NeE"
127,########,1.23E+18,#NarendraModi https://t.co/56mxXmCix4
128,########,1.23E+18,"48-year-old man jumps from tenth floor of AIIMS hostel in Delhi: Cops
 
 https://t.co/60LkpDZ3GM https://t.co/0vRy2bGQNv"
129,########,1.23E+18,"14,591 farmers committed suicide in five years in Maharashtra: Minister
 
 https://t.co/pus3HG4k5F https://t.co/qPeY1P4wt7"
130,########,1.23E+18,"#Coronavirus | Can the spread of the #COVID19 virus be contained? Dr. Soumya Swaminathan, Chief Scientist, World Heâ€¦ https://t.co/zyG2Ccnpc3"
131,########,1.23E+18,"""This Sunday, thinking of giving up my social media accounts on Facebook, Twitter, Instagram and YouTube"": Prime Miâ€¦ https://t.co/3YAwD9f90w"
132,########,1.23E+18,"Top stories now on https://t.co/Fbzw6mR9Q5 
 
 
 
 #NDTVTopStories https://t.co/yPc0ka4P14"
133,########,1.23E+18,RT @CricketNDTV: Virat Kohli's childhood coach Rajkumar Sharma defended Virat Kohli's behaviour and also wrote off his poor form as just aâ€¦
134,########,1.23E+18,"#BreakingNews | Third death in #France from #coronavirus: Health sources (news agency AFP)
 
 
 
 More on https://t.co/Fbzw6mR9Q5 and NDTV 24x7"
135,########,1.23E+18,"#Watch | Akshay Kumar, Ranveer Singh, Ajay Devgn and Katrina Kaif at '#Sooryavanshi' trailer launch.
 
 
 
 The much-awaiâ€¦ https://t.co/lOhYMLXn7z"
136,########,1.23E+18,"#Watch | 2 #coronavirus cases in Delhi, Telangana; 1 suspected case in Rajasthan. 
 
 
 
 @vishnuNDTV on #TheNews
 
 
 
 Read mâ€¦ https://t.co/d5mNNAR9Yl"
137,########,1.23E+18,"#DelhiViolence | A 24-year-old man has been arrested by Cyber Crime Cell, for spreading rumours over riots in Nihalâ€¦ https://t.co/ULi6PZJGwy"
138,########,1.23E+18,"#DelhiViolence | ""Six cases have been filed and an investigation is in advanced stages, in connection with rumor-moâ€¦ https://t.co/RTIDmVy8rx"
139,########,1.23E+18,"#BreakingNews | Jack Welch, former General Electric CEO and chairman, dies at 84: Reuters
 
 
 
 #JackWelchâ€¦ https://t.co/kaeQZb7YTv"
140,########,1.23E+18,"Here are the top headlines of the day on #TheNews with @soniandtv.
 
 
 
 LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24â€¦ https://t.co/q1VdueTMpS"
141,########,1.23E+18,"""Gaumutra, Gobar may cure #coronavirus"": Assam BJP MLA in assembly.
 
 https://t.co/vpxoKndmmu https://t.co/txpW6c1aw5"
142,########,1.23E+18,"Rs 10 lakh compensation for soldier's house burnt in #DelhiViolence.
 
 https://t.co/c4aTk0ckLV https://t.co/WFyWPvEplI"
143,########,1.23E+18,"RT @Sports_NDTV: Sumit Sangwan was banned for a year in December 2019 after testing positive for Acetazolamide, listed as a diuretic and maâ€¦"
144,########,1.23E+18,"Top stories now on https://t.co/Fbzw6mR9Q5 
 
 
 
 #NDTVTopStories https://t.co/ZcZunCpbMB"
145,########,1.23E+18,"RT @NDTVFood: Pizza With A Cause: This US-Based Pizzeria Encourages Dog Adoption With A Heart-Warming Campaign
 
 https://t.co/p5WYyK6hPA
 
 #pizâ€¦"
146,########,1.23E+18,"RT @NDTVFood: Kitchen Tips: Love Baking Cakes? Hereâ€™s The List Of Baking Ingredients One Must Have At Home
 
 https://t.co/r1ub5lKVvk
 
 #kitchenâ€¦"
147,########,1.23E+18,"Choppers to be used as air ambulances in Maoist-affected areas.
 
 https://t.co/I1idmDDYQf https://t.co/XQWxZ2lR5r"
148,########,1.23E+18,"#DelhiViolence was ""state-sponsored genocide"" says Mamata Banerjee.
 
 
 
 Read more here: https://t.co/yYFhAK89rl https://t.co/F5ACBg4Obv"
